Date,Close,sma50,sma200,atr14,chop14,adx14,macd,signal,macd_hist,rsi14,regime,macd_cross,rsi_zone,div,month_so_far_pct,ytd_pct,ret_1y_pct,off_ath_pct,scenario,action,sig,Event
2022-01-19,17226.73,17655.16,17348.16,312.49,65.44,7.43,-152.85,-155.44,2.59,46.24,CHOP,CROSS_UP,NEUTRAL,,-1.64,-1.00,17.71,-8.63,CHOP-MID,STAND-ASIDE,0,
2022-01-20,17361.35,17639.36,17355.87,306.68,63.57,7.00,-131.05,-150.56,19.52,49.32,CHOP,,NEUTRAL,,-0.87,-0.23,20.71,-7.91,CHOP-MID,STAND-ASIDE,0,
2022-01-21,17006.74,17619.54,17361.69,316.88,66.35,7.31,-140.76,-148.60,7.84,42.42,CHOP,,NEUTRAL,,-2.90,-2.27,17.35,-9.80,CHOP-DOWN,STAND-ASIDE,0,
2022-01-24,16979.86,17596.63,17368.17,309.72,63.71,7.60,-148.91,-148.67,-0.25,41.94,CHOP,CROSS_DOWN,NEUTRAL,,-3.05,-2.42,18.24,-9.94,CHOP-DOWN,STAND-ASIDE,0,
2022-01-25,17038.87,17575.63,17375.59,306.83,64.39,8.08,-148.89,-148.71,-0.18,43.45,CHOP,,NEUTRAL,,-2.71,-2.08,16.46,-9.63,CHOP-DOWN,STAND-ASIDE,0,
2022-01-26,17286.53,17558.17,17382.60,307.28,62.65,7.73,-127.42,-144.45,17.03,49.40,CHOP,CROSS_UP,NEUTRAL,,-1.30,-0.66,20.63,-8.31,CHOP-MID,STAND-ASIDE,0,
2022-01-27,17059.10,17539.64,17390.25,305.69,62.16,7.94,-127.30,-141.02,13.73,44.74,CHOP,,NEUTRAL,,-2.60,-1.97,16.90,-9.52,CHOP-DOWN,STAND-ASIDE,0,
2022-01-28,16883.96,17518.55,17396.80,299.84,61.59,8.54,-139.71,-140.76,1.05,41.50,CHOP,,NEUTRAL,,-3.60,-2.97,14.40,-10.45,CHOP-DOWN,STAND-ASIDE,0,
2022-01-31,16996.03,17491.92,17402.85,290.88,65.29,8.66,-138.91,-140.39,1.48,44.28,CHOP,,NEUTRAL,,-2.96,-2.33,15.98,-9.85,CHOP-DOWN,STAND-ASIDE,0,
2022-02-01,16951.05,17470.75,17409.19,284.54,64.61,8.65,-140.29,-140.37,0.08,43.39,CHOP,,NEUTRAL,,0.00,-2.59,15.73,-10.09,CHOP-DOWN,STAND-ASIDE,0,
2022-02-02,16678.95,17443.72,17412.50,285.86,58.07,9.28,-161.48,-144.59,-16.88,38.36,CHOP,CROSS_DOWN,NEUTRAL,,-1.61,-4.15,14.70,-11.53,CHOP-DOWN,STAND-ASIDE,0,
2022-02-03,17099.41,17430.55,17417.56,301.32,58.84,8.79,-142.69,-144.21,1.52,48.33,CHOP,CROSS_UP,NEUTRAL,,0.88,-1.73,16.13,-9.30,CHOP-MID,STAND-ASIDE,0,
2022-02-04,16876.82,17411.45,17422.27,308.93,60.19,9.15,-144.11,-144.19,0.08,44.25,CHOP,,NEUTRAL,,-0.44,-3.01,13.75,-10.48,CHOP-DOWN,STAND-ASIDE,0,
2022-02-07,16957.30,17388.29,17427.30,311.50,61.08,8.93,-137.15,-142.78,5.63,46.03,CHOP,,NEUTRAL,,0.04,-2.55,16.25,-10.06,CHOP-MID,STAND-ASIDE,0,
2022-02-08,16863.15,17368.93,17431.28,302.20,61.50,8.76,-137.65,-141.76,4.10,44.25,CHOP,,NEUTRAL,,-0.52,-3.09,13.69,-10.56,CHOP-DOWN,STAND-ASIDE,0,
2022-02-09,16599.59,17341.96,17434.48,307.10,60.50,9.36,-157.50,-144.91,-12.59,39.64,CHOP,CROSS_DOWN,NEUTRAL,,-2.07,-4.61,11.73,-11.96,CHOP-DOWN,STAND-ASIDE,0,
2022-02-10,16790.81,17325.73,17438.70,303.11,58.69,9.43,-156.00,-147.13,-8.88,44.18,CHOP,,NEUTRAL,,-0.95,-3.51,13.27,-10.94,CHOP-DOWN,STAND-ASIDE,0,
2022-02-11,16949.66,17299.16,17443.51,307.06,59.99,8.85,-140.38,-145.78,5.40,47.71,CHOP,CROSS_UP,NEUTRAL,,-0.01,-2.59,14.75,-10.10,CHOP-MID,STAND-ASIDE,0,
2022-02-14,16615.37,17275.97,17445.46,321.27,59.99,9.16,-153.20,-147.26,-5.94,41.74,CHOP,CROSS_DOWN,NEUTRAL,,-1.98,-4.52,11.96,-11.87,CHOP-DOWN,STAND-ASIDE,0,
2022-02-15,16568.79,17247.25,17447.73,310.52,66.65,9.44,-165.22,-150.85,-14.37,40.97,CHOP,,NEUTRAL,BULL_DIV,-2.26,-4.78,11.20,-12.12,CHOP-DOWN,STAND-ASIDE,0,
2022-02-16,16786.02,17224.36,17451.56,310.62,66.89,9.01,-155.43,-151.77,-3.66,45.97,CHOP,,NEUTRAL,,-0.97,-3.53,11.09,-10.97,CHOP-MID,STAND-ASIDE,0,
2022-02-17,16818.17,17208.94,17455.25,323.68,69.18,9.10,-143.42,-150.10,6.68,46.69,CHOP,CROSS_UP,NEUTRAL,,-0.78,-3.35,14.93,-10.80,CHOP-MID,STAND-ASIDE,0,
2022-02-18,16826.23,17193.01,17459.30,326.64,70.73,9.16,-131.73,-146.42,14.69,46.88,CHOP,,NEUTRAL,,-0.74,-3.30,12.75,-10.75,CHOP-MID,STAND-ASIDE,0,
2022-02-21,16617.44,17172.08,17462.24,321.22,71.12,9.42,-137.73,-144.68,6.96,42.62,CHOP,,NEUTRAL,,-1.97,-4.50,10.48,-11.86,CHOP-DOWN,STAND-ASIDE,0,
2022-02-22,16732.49,17155.91,17465.30,315.62,70.64,9.35,-131.68,-142.08,10.40,45.56,CHOP,,NEUTRAL,,-1.29,-3.84,10.79,-11.25,CHOP-MID,STAND-ASIDE,0,
2022-02-23,16516.26,17128.54,17465.79,315.07,68.90,9.77,-142.69,-142.20,-0.48,41.28,CHOP,CROSS_DOWN,NEUTRAL,,-2.56,-5.08,10.21,-12.40,CHOP-DOWN,STAND-ASIDE,0,
2022-02-24,16463.78,17098.69,17466.93,301.33,66.09,10.18,-153.88,-144.54,-9.34,40.29,CHOP,,NEUTRAL,,-2.87,-5.39,8.50,-12.68,CHOP-DOWN,STAND-ASIDE,0,Russia-Ukraine war -4.8%
2022-02-25,16477.11,17072.53,17470.01,303.16,64.64,9.99,-159.82,-147.60,-12.23,40.68,CHOP,,NEUTRAL,,-2.80,-5.31,10.20,-12.61,CHOP-DOWN,STAND-ASIDE,0,
2022-02-28,16542.82,17052.32,17471.56,291.26,64.24,9.81,-157.42,-149.56,-7.86,42.66,CHOP,,NEUTRAL,,-2.41,-4.93,9.52,-12.26,CHOP-DOWN,STAND-ASIDE,0,
2022-03-01,16538.06,17031.91,17473.30,290.61,63.44,9.36,-154.12,-150.47,-3.65,42.55,CHOP,,NEUTRAL,,0.00,-4.96,8.96,-12.28,CHOP-DOWN,STAND-ASIDE,0,
2022-03-02,16795.03,17019.62,17475.30,305.59,65.66,9.60,-129.28,-146.23,16.95,50.09,CHOP,CROSS_UP,NEUTRAL,,1.55,-3.48,11.27,-10.92,CHOP-MID,STAND-ASIDE,0,
2022-03-03,16506.02,16997.77,17476.65,307.81,71.33,9.00,-131.40,-143.27,11.86,43.22,CHOP,,NEUTRAL,,-0.19,-5.14,9.09,-12.45,CHOP-DOWN,STAND-ASIDE,0,
2022-03-04,16498.58,16978.37,17477.55,295.93,68.02,8.56,-132.16,-141.05,8.89,43.06,CHOP,,NEUTRAL,,-0.24,-5.19,8.12,-12.49,CHOP-DOWN,STAND-ASIDE,0,
2022-03-07,16561.97,16958.24,17479.11,284.68,67.71,8.01,-126.19,-138.08,11.88,44.97,CHOP,,NEUTRAL,,0.14,-4.82,8.70,-12.15,CHOP-DOWN,STAND-ASIDE,0,
2022-03-08,16386.06,16939.64,17479.57,279.69,65.18,7.89,-134.11,-137.28,3.17,40.87,CHOP,,NEUTRAL,,-0.92,-5.83,7.98,-13.09,CHOP-DOWN,STAND-ASIDE,0,
2022-03-09,16409.33,16921.23,17480.30,281.08,54.90,8.31,-136.93,-137.21,0.28,41.62,RANGE,,NEUTRAL,,-0.78,-5.70,8.73,-12.96,CHOP-DOWN,STAND-ASIDE,0,
2022-03-10,16438.68,16899.46,17480.94,276.44,53.33,8.13,-135.24,-136.82,1.58,42.62,RANGE,,NEUTRAL,,-0.60,-5.53,8.37,-12.81,CHOP-DOWN,STAND-ASIDE,0,
2022-03-11,16462.55,16880.69,17482.00,279.56,54.07,8.54,-130.46,-135.55,5.08,43.47,RANGE,,NEUTRAL,,-0.46,-5.39,7.31,-12.68,CHOP-DOWN,STAND-ASIDE,0,
2022-03-14,16308.82,16856.59,17481.11,275.22,53.81,8.92,-137.50,-135.94,-1.56,39.43,RANGE,CROSS_DOWN,NEUTRAL,,-1.39,-6.28,6.82,-13.50,CHOP-DOWN,STAND-ASIDE,0,
2022-03-15,16713.20,16846.90,17481.24,287.20,55.22,8.49,-109.19,-130.59,21.40,52.06,CHOP,CROSS_UP,NEUTRAL,,1.06,-3.95,10.25,-11.35,CHOP-UP,WATCH,0,
2022-03-16,16446.22,16825.78,17480.60,289.90,57.24,8.44,-107.06,-125.88,18.82,45.34,CHOP,,NEUTRAL,,-0.56,-5.49,6.55,-12.77,CHOP-MID,STAND-ASIDE,0,
2022-03-17,16459.64,16814.44,17479.68,289.68,56.85,8.68,-103.11,-121.33,18.22,45.72,CHOP,,NEUTRAL,,-0.47,-5.41,6.20,-12.70,CHOP-MID,STAND-ASIDE,0,
2022-03-18,16418.01,16796.85,17480.69,278.69,56.84,8.91,-102.15,-117.49,15.34,44.68,CHOP,,NEUTRAL,,-0.73,-5.65,7.17,-12.92,CHOP-DOWN,STAND-ASIDE,0,
2022-03-21,16267.52,16776.58,17479.21,285.75,52.59,9.91,-112.24,-116.44,4.20,41.06,RANGE,,NEUTRAL,,-1.64,-6.51,5.20,-13.72,CHOP-DOWN,STAND-ASIDE,0,
2022-03-22,16387.72,16758.11,17478.69,275.71,62.03,10.83,-109.28,-115.01,5.73,44.90,CHOP,,NEUTRAL,,-0.91,-5.82,5.47,-13.08,CHOP-DOWN,STAND-ASIDE,0,
2022-03-23,16154.12,16736.38,17475.99,288.52,57.32,12.64,-124.35,-116.88,-7.47,39.51,CHOP,CROSS_DOWN,NEUTRAL,,-2.32,-7.17,4.36,-14.32,CHOP-DOWN,STAND-ASIDE,0,
2022-03-24,16240.92,16714.15,17474.68,280.03,57.60,13.84,-127.82,-119.07,-8.75,42.28,CHOP,,NEUTRAL,,-1.80,-6.67,4.39,-13.86,CHOP-DOWN,STAND-ASIDE,0,
2022-03-25,16444.09,16702.07,17474.61,283.18,59.44,13.99,-112.87,-117.83,4.96,48.26,CHOP,CROSS_UP,NEUTRAL,,-0.57,-5.50,5.29,-12.78,CHOP-MID,STAND-ASIDE,0,
2022-03-28,16102.39,16684.96,17471.26,300.09,61.88,15.18,-127.13,-119.69,-7.44,40.64,CHOP,CROSS_DOWN,NEUTRAL,,-2.63,-7.46,4.52,-14.59,CHOP-DOWN,STAND-ASIDE,0,
2022-03-29,16465.54,16671.50,17470.50,316.54,63.89,14.84,-107.88,-117.33,9.44,49.73,CHOP,CROSS_UP,NEUTRAL,,-0.44,-5.38,6.05,-12.67,CHOP-MID,STAND-ASIDE,0,
2022-03-30,16238.15,16651.73,17469.61,311.44,64.14,14.79,-109.72,-115.80,6.09,45.07,CHOP,,NEUTRAL,,-1.81,-6.68,4.80,-13.87,CHOP-MID,STAND-ASIDE,0,
2022-03-31,16163.30,16627.76,17466.56,309.95,63.89,15.15,-115.87,-115.82,-0.05,43.63,CHOP,CROSS_DOWN,NEUTRAL,,-2.27,-7.11,2.58,-14.27,CHOP-DOWN,STAND-ASIDE,0,
2022-04-01,16291.00,16613.45,17463.06,304.68,64.03,15.43,-109.19,-114.49,5.31,46.77,CHOP,CROSS_UP,NEUTRAL,,0.00,-6.38,5.43,-13.59,CHOP-MID,STAND-ASIDE,0,
2022-04-04,15981.11,16593.47,17458.70,310.18,68.29,16.14,-127.42,-117.08,-10.35,40.82,CHOP,CROSS_DOWN,NEUTRAL,,-1.90,-8.16,1.03,-15.24,CHOP-DOWN,STAND-ASIDE,0,
2022-04-05,16130.20,16575.30,17455.17,305.01,67.84,16.44,-128.37,-119.34,-9.03,44.48,CHOP,,NEUTRAL,,-0.99,-7.30,1.81,-14.45,CHOP-DOWN,STAND-ASIDE,0,
2022-04-06,15933.06,16548.23,17450.05,300.42,67.44,16.86,-143.37,-124.14,-19.23,40.88,CHOP,,NEUTRAL,,-2.20,-8.44,1.60,-15.49,CHOP-DOWN,STAND-ASIDE,0,
2022-04-07,15916.46,16525.38,17445.43,293.91,64.47,17.44,-154.82,-130.28,-24.54,40.59,CHOP,,NEUTRAL,BULL_DIV,-2.30,-8.53,2.31,-15.58,CHOP-DOWN,STAND-ASIDE,0,
2022-04-08,16263.17,16512.96,17442.53,303.46,64.90,16.87,-134.36,-131.10,-3.27,48.94,CHOP,,NEUTRAL,,-0.17,-6.54,2.39,-13.74,CHOP-MID,STAND-ASIDE,0,
2022-04-11,16153.84,16496.12,17439.44,292.89,64.99,16.51,-125.53,-129.98,4.45,46.71,CHOP,CROSS_UP,NEUTRAL,,-0.84,-7.17,4.03,-14.32,CHOP-MID,STAND-ASIDE,0,
2022-04-12,16113.88,16479.38,17435.61,282.24,62.22,16.09,-120.36,-128.06,7.70,45.89,CHOP,,NEUTRAL,,-1.09,-7.40,3.46,-14.53,CHOP-MID,STAND-ASIDE,0,
2022-04-13,15938.26,16464.56,17429.57,282.94,62.62,16.45,-128.95,-128.24,-0.72,42.35,CHOP,CROSS_DOWN,NEUTRAL,,-2.17,-8.41,0.97,-15.46,CHOP-DOWN,STAND-ASIDE,0,
2022-04-14,16042.67,16443.43,17424.08,272.22,60.87,16.78,-125.88,-127.77,1.88,45.06,CHOP,CROSS_UP,NEUTRAL,,-1.52,-7.81,2.29,-14.91,CHOP-MID,STAND-ASIDE,0,
2022-04-15,15888.46,16423.66,17417.44,269.90,57.28,17.55,-134.35,-129.08,-5.27,41.93,CHOP,CROSS_DOWN,NEUTRAL,,-2.47,-8.69,-0.81,-15.73,CHOP-DOWN,STAND-ASIDE,0,
2022-04-18,15876.97,16402.05,17411.16,255.78,65.97,18.27,-140.36,-131.34,-9.03,41.70,CHOP,,NEUTRAL,,-2.54,-8.76,-1.30,-15.79,CHOP-DOWN,STAND-ASIDE,0,
2022-04-19,15474.93,16374.29,17404.26,269.93,50.74,19.91,-175.55,-140.18,-35.37,34.48,RANGE,,NEUTRAL,,-5.01,-11.07,-2.88,-17.92,WEAK,NO-BUY,0,
2022-04-20,15794.85,16358.19,17397.77,275.73,51.39,20.39,-175.60,-147.26,-28.33,42.94,RANGE,,NEUTRAL,,-3.05,-9.23,-0.99,-16.22,CHOP-DOWN,STAND-ASIDE,0,
2022-04-21,15969.76,16341.77,17392.57,275.17,51.72,19.95,-159.68,-149.75,-9.93,46.97,RANGE,,NEUTRAL,,-1.97,-8.23,-0.60,-15.30,CHOP-MID,STAND-ASIDE,0,
2022-04-22,15813.54,16319.05,17385.75,281.95,51.60,20.01,-157.85,-151.37,-6.48,43.98,RANGE,,NEUTRAL,,-2.93,-9.12,-0.92,-16.12,CHOP-DOWN,STAND-ASIDE,0,
2022-04-25,15930.35,16305.35,17379.68,282.27,52.11,20.03,-145.30,-150.15,4.85,46.71,RANGE,CROSS_UP,NEUTRAL,,-2.21,-8.45,-0.10,-15.51,CHOP-MID,STAND-ASIDE,0,
2022-04-26,15746.73,16288.91,17373.11,281.10,52.37,20.56,-148.46,-149.81,1.36,43.15,RANGE,,NEUTRAL,,-3.34,-9.51,-1.50,-16.48,CHOP-DOWN,STAND-ASIDE,0,
2022-04-27,15789.11,16268.97,17366.97,273.16,51.96,20.86,-145.86,-149.02,3.16,44.21,RANGE,,NEUTRAL,,-3.08,-9.26,-2.69,-16.25,CHOP-DOWN,STAND-ASIDE,0,
2022-04-28,15597.59,16244.56,17359.16,270.31,54.81,21.54,-157.44,-150.71,-6.73,40.54,RANGE,CROSS_DOWN,NEUTRAL,,-4.26,-10.36,-3.20,-17.27,CHOP-DOWN,STAND-ASIDE,0,
2022-04-29,15817.19,16224.38,17352.78,274.23,56.64,21.68,-147.20,-150.01,2.80,46.07,CHOP,CROSS_UP,NEUTRAL,,-2.91,-9.10,-1.27,-16.11,CHOP-MID,STAND-ASIDE,0,
2022-05-02,16035.49,16212.74,17346.33,278.24,62.71,20.92,-120.09,-144.02,23.93,50.95,CHOP,,NEUTRAL,,0.00,-7.85,-0.29,-14.95,CHOP-MID,STAND-ASIDE,0,
2022-05-03,15716.03,16192.41,17339.06,285.56,63.59,20.93,-122.96,-139.81,16.85,44.59,CHOP,,NEUTRAL,,-1.99,-9.68,-1.87,-16.64,CHOP-DOWN,STAND-ASIDE,0,
2022-05-04,15709.57,16176.28,17329.99,292.01,65.89,21.33,-124.33,-136.71,12.39,44.47,CHOP,,NEUTRAL,,-2.03,-9.72,-1.99,-16.68,CHOP-DOWN,STAND-ASIDE,0,RBI surprise +40bps
2022-05-05,15632.97,16159.66,17321.01,283.54,65.27,21.70,-130.09,-135.39,5.30,42.98,CHOP,,NEUTRAL,,-2.51,-10.16,-3.03,-17.08,CHOP-DOWN,STAND-ASIDE,0,
2022-05-06,15809.14,16146.30,17313.27,283.06,67.14,21.49,-119.07,-132.12,13.06,47.34,CHOP,,NEUTRAL,,-1.41,-9.15,-3.70,-16.15,CHOP-MID,STAND-ASIDE,0,
2022-05-09,15626.24,16127.97,17305.11,277.30,68.66,21.63,-123.67,-130.43,6.77,43.61,CHOP,,NEUTRAL,,-2.55,-10.20,-3.76,-17.12,CHOP-DOWN,STAND-ASIDE,0,
2022-05-10,15421.41,16105.64,17294.83,275.85,61.22,22.36,-142.20,-132.79,-9.41,39.83,CHOP,CROSS_DOWN,NEUTRAL,,-3.83,-11.38,-2.78,-18.20,CHOP-DOWN,STAND-ASIDE,0,
2022-05-11,15568.11,16081.10,17286.29,283.80,55.56,23.37,-143.40,-134.91,-8.49,43.60,CHOP,,NEUTRAL,,-2.91,-10.53,-4.10,-17.43,CHOP-DOWN,STAND-ASIDE,0,
2022-05-12,15538.57,16061.75,17278.04,274.66,53.49,24.30,-145.06,-136.94,-8.12,43.02,RANGE,,NEUTRAL,,-3.10,-10.70,-4.02,-17.58,CHOP-DOWN,STAND-ASIDE,0,
2022-05-13,15828.20,16048.34,17270.15,283.61,54.60,23.71,-121.60,-133.87,12.27,50.09,RANGE,CROSS_UP,NEUTRAL,,-1.29,-9.04,-3.45,-16.05,CHOP-MID,STAND-ASIDE,0,
2022-05-16,15664.28,16030.39,17259.81,277.50,53.95,23.43,-114.91,-130.08,15.17,46.57,RANGE,,NEUTRAL,,-2.31,-9.98,-3.52,-16.92,CHOP-MID,STAND-ASIDE,0,
2022-05-17,15509.17,16012.85,17247.40,270.93,54.10,23.57,-120.74,-128.21,7.47,43.45,RANGE,,NEUTRAL,,-3.28,-10.87,-4.95,-17.74,CHOP-DOWN,STAND-ASIDE,0,
2022-05-18,15752.00,15999.70,17238.98,277.02,55.28,22.89,-104.56,-123.48,18.92,49.18,CHOP,,NEUTRAL,,-1.77,-9.48,-3.07,-16.45,CHOP-MID,STAND-ASIDE,0,
2022-05-19,15663.64,15984.20,17230.70,272.93,54.27,22.42,-97.73,-118.33,20.60,47.31,RANGE,,NEUTRAL,,-2.32,-9.98,-3.88,-16.92,CHOP-MID,STAND-ASIDE,0,
2022-05-20,15668.52,15968.32,17221.65,264.53,62.16,21.92,-90.89,-112.84,21.96,47.42,CHOP,,NEUTRAL,,-2.29,-9.96,-3.65,-16.89,CHOP-MID,STAND-ASIDE,0,
2022-05-23,15500.14,15952.15,17211.45,264.59,60.97,22.10,-97.92,-109.86,11.94,43.74,CHOP,,NEUTRAL,,-3.34,-10.92,-4.97,-17.79,CHOP-DOWN,STAND-ASIDE,0,
2022-05-24,15327.91,15924.44,17199.11,261.28,59.28,22.60,-116.05,-111.10,-4.95,40.29,CHOP,CROSS_DOWN,NEUTRAL,,-4.41,-11.91,-5.68,-18.70,CHOP-DOWN,STAND-ASIDE,0,
2022-05-25,15562.89,15906.78,17189.72,265.28,60.82,21.99,-110.19,-110.91,0.73,46.49,CHOP,CROSS_UP,NEUTRAL,,-2.95,-10.56,-5.60,-17.45,CHOP-MID,STAND-ASIDE,0,
2022-05-26,15314.39,15883.87,17178.13,274.60,59.55,22.17,-124.16,-113.56,-10.60,41.58,CHOP,CROSS_DOWN,NEUTRAL,,-4.50,-11.99,-8.23,-18.77,CHOP-DOWN,STAND-ASIDE,0,
2022-05-27,15455.92,15864.63,17167.64,277.52,60.68,21.29,-122.41,-115.33,-7.07,45.13,CHOP,,NEUTRAL,,-3.61,-11.18,-6.75,-18.02,CHOP-MID,STAND-ASIDE,0,
2022-05-30,15216.33,15843.61,17156.02,276.99,60.81,20.81,-138.75,-120.02,-18.73,40.62,CHOP,,NEUTRAL,,-5.11,-12.56,-8.58,-19.29,CHOP-DOWN,STAND-ASIDE,0,
2022-05-31,15432.69,15824.50,17143.99,276.43,59.63,19.75,-132.71,-122.55,-10.16,45.88,CHOP,,NEUTRAL,,-3.76,-11.31,-4.83,-18.14,CHOP-MID,STAND-ASIDE,0,
2022-06-01,15183.94,15805.10,17130.90,279.89,59.14,19.58,-146.31,-127.31,-19.01,41.35,CHOP,,NEUTRAL,BULL_DIV,0.00,-12.74,-8.33,-19.46,CHOP-DOWN,STAND-ASIDE,0,
2022-06-02,15452.51,15789.33,17120.34,284.89,62.20,19.11,-133.88,-128.62,-5.26,47.39,CHOP,,NEUTRAL,,1.77,-11.20,-6.30,-18.04,CHOP-MID,STAND-ASIDE,0,
2022-06-03,15437.60,15769.20,17108.02,275.39,61.75,18.88,-123.80,-127.66,3.86,47.10,CHOP,CROSS_UP,NEUTRAL,,1.67,-11.28,-7.52,-18.12,CHOP-MID,STAND-ASIDE,0,
2022-06-06,15361.11,15754.38,17095.13,271.88,62.15,19.01,-120.59,-126.24,5.65,45.56,CHOP,,NEUTRAL,,1.17,-11.72,-6.92,-18.52,CHOP-MID,STAND-ASIDE,0,
2022-06-07,15351.05,15732.09,17081.91,264.75,64.90,19.14,-117.51,-124.50,6.99,45.35,CHOP,,NEUTRAL,,1.10,-11.78,-6.72,-18.58,CHOP-MID,STAND-ASIDE,0,
2022-06-08,15314.67,15713.62,17070.51,269.51,64.09,19.74,-116.66,-122.93,6.27,44.55,CHOP,,NEUTRAL,,0.86,-11.99,-8.70,-18.77,CHOP-DOWN,STAND-ASIDE,0,
2022-06-09,15127.63,15692.91,17056.78,269.32,70.85,20.40,-129.58,-124.26,-5.32,40.58,CHOP,CROSS_DOWN,NEUTRAL,,-0.37,-13.06,-8.97,-19.76,CHOP-DOWN,STAND-ASIDE,0,
2022-06-10,15347.66,15674.04,17044.38,280.18,72.34,19.79,-120.67,-123.54,2.87,46.61,CHOP,CROSS_UP,NEUTRAL,,1.08,-11.80,-6.51,-18.60,CHOP-MID,STAND-ASIDE,0,
2022-06-13,15024.57,15654.91,17029.95,291.82,66.25,20.32,-138.10,-126.45,-11.64,40.17,CHOP,CROSS_DOWN,NEUTRAL,,-1.05,-13.66,-10.42,-20.31,CHOP-DOWN,STAND-ASIDE,0,
2022-06-14,15196.88,15636.24,17016.27,286.53,66.49,20.28,-136.43,-128.45,-7.98,44.57,CHOP,,NEUTRAL,,0.09,-12.67,-10.56,-19.40,CHOP-DOWN,STAND-ASIDE,0,
2022-06-15,15282.15,15623.22,17002.89,281.73,64.84,19.71,-126.76,-128.11,1.35,46.66,CHOP,CROSS_UP,NEUTRAL,,0.65,-12.18,-9.32,-18.94,CHOP-MID,STAND-ASIDE,0,
2022-06-16,15081.65,15606.53,16989.85,283.56,68.90,19.69,-133.74,-129.24,-4.50,42.59,CHOP,CROSS_DOWN,NEUTRAL,,-0.67,-13.33,-10.42,-20.01,CHOP-DOWN,STAND-ASIDE,0,
2022-06-17,15499.64,15591.26,16977.90,295.56,70.59,18.37,-104.34,-124.26,19.92,51.98,CHOP,CROSS_UP,NEUTRAL,,2.08,-10.93,-8.60,-17.79,CHOP-MID,STAND-ASIDE,0,
2022-06-20,15149.80,15571.18,16961.97,307.83,72.36,18.23,-108.02,-121.01,12.99,45.30,CHOP,,NEUTRAL,,-0.22,-12.94,-10.04,-19.65,CHOP-MID,STAND-ASIDE,0,
2022-06-21,15145.58,15551.81,16946.75,296.94,70.85,17.88,-110.01,-118.81,8.80,45.23,CHOP,,NEUTRAL,,-0.25,-12.96,-10.07,-19.67,CHOP-MID,STAND-ASIDE,0,
2022-06-22,15402.85,15541.10,16933.65,304.06,71.28,16.72,-89.80,-113.01,23.21,50.63,CHOP,,NEUTRAL,,1.44,-11.48,-8.17,-18.30,CHOP-MID,STAND-ASIDE,0,
2022-06-23,15047.96,15521.21,16918.20,313.15,73.70,16.53,-101.24,-110.65,9.41,44.16,CHOP,,NEUTRAL,,-0.90,-13.52,-10.85,-20.19,CHOP-DOWN,STAND-ASIDE,0,
2022-06-24,15310.29,15509.64,16904.43,311.67,74.25,15.81,-88.13,-106.15,18.02,49.32,CHOP,,NEUTRAL,,0.83,-12.02,-10.71,-18.79,CHOP-MID,STAND-ASIDE,0,
2022-06-27,15542.66,15502.96,16890.44,318.04,67.60,15.10,-58.32,-96.58,38.26,53.42,CHOP,,NEUTRAL,,2.36,-10.68,-9.32,-17.56,CHOP-UP,WATCH,0,
2022-06-28,15324.30,15499.94,16876.23,314.63,67.11,14.26,-51.72,-87.61,35.89,49.37,CHOP,,NEUTRAL,,0.92,-11.93,-10.99,-18.72,CHOP-MID,STAND-ASIDE,0,
2022-06-29,15379.60,15491.64,16861.95,304.08,66.30,13.71,-41.54,-78.40,36.86,50.40,CHOP,,NEUTRAL,,1.29,-11.62,-10.23,-18.43,CHOP-MID,STAND-ASIDE,0,
2022-06-30,15404.64,15480.34,16847.97,294.14,64.15,13.26,-31.10,-68.94,37.84,50.88,CHOP,,NEUTRAL,,1.45,-11.47,-8.62,-18.29,CHOP-MID,STAND-ASIDE,0,
2022-07-01,15425.60,15472.58,16834.04,289.40,65.53,12.98,-20.89,-59.33,38.44,51.31,CHOP,,NEUTRAL,,0.00,-11.35,-9.75,-18.18,CHOP-MID,STAND-ASIDE,0,
2022-07-04,15407.87,15462.13,16820.62,279.78,64.96,12.67,-14.07,-50.28,36.21,50.91,CHOP,,NEUTRAL,,-0.11,-11.45,-9.42,-18.28,CHOP-MID,STAND-ASIDE,0,
2022-07-05,15542.02,15458.03,16807.36,274.77,64.87,12.86,2.14,-39.79,41.93,53.87,CHOP,,NEUTRAL,,0.75,-10.68,-9.51,-17.56,CHOP-UP,WATCH,0,
2022-07-06,15362.79,15449.51,16791.84,269.55,63.88,12.48,0.51,-31.73,32.24,49.56,CHOP,,NEUTRAL,,-0.41,-11.71,-10.40,-18.52,CHOP-MID,STAND-ASIDE,0,
2022-07-07,15434.85,15446.25,16778.08,257.45,60.39,12.19,4.98,-24.39,29.37,51.25,CHOP,,NEUTRAL,,0.06,-11.30,-9.53,-18.13,CHOP-MID,STAND-ASIDE,0,
2022-07-08,15445.48,15438.82,16764.82,261.52,58.76,12.35,9.27,-17.66,26.93,51.51,CHOP,,NEUTRAL,,0.13,-11.24,-9.24,-18.08,CHOP-MID,STAND-ASIDE,0,
2022-07-11,15547.64,15429.06,16750.80,259.00,59.52,12.67,20.68,-9.99,30.67,54.03,CHOP,,NEUTRAL,,0.79,-10.65,-9.39,-17.53,CHOP-UP,WATCH,0,
